Age,Income,CreditScore,HouseholdSize,MedianHomeValue,MedianHouseholdIncome,Debt,LoanTerm,InterestRate,CreditIncidents,HomeValue,LoanAmount,ProductType,LoanStatus
40,42104,665,1,283900,80235,20630.96,420,0.04,0,652970,391782,2,1
87,44368,655,6,726500,63739,17747.2,420,0.043,3,1670950,835475,4,1
48,821911,799,1,124000,34234,16438.22,480,0.039,4,322400,96720,2,1
31,36592,669,4,171200,33630,16832.32,180,0.037,3,479360,287616,1,1
56,41096,660,1,330300,82746,22191.84,180,0.043,3,858780,343512,2,1
23,20666,636,1,127300,45059,16739.46,180,0.043,5,190950,152760,3,0
23,37935,634,3,197300,65393,28830.6,480,0.041,1,512980,256490,2,1
45,309824,794,2,482700,47368,0,180,0.044,1,1351560,540624,2,1
49,44231,645,2,191100,45363,35384.8,480,0.041,2,458640,321048,2,1
63,20079,648,3,105400,42620,17067.15,360,0.043,3,158100,142290,2,1
94,49760,659,3,237200,68422,25875.2,480,0.04,3,521840,208736,2,1
50,30156,624,3,357100,67482,18093.6,480,0.037,2,749910,149982,2,1
32,38863,636,4,273700,36791,27204.1,180,0.044,5,602140,361284,3,0
83,34288,642,3,127800,62201,28801.92,480,0.037,6,281160,196812,3,0
76,225846,786,1,81000,39854,2258.46,420,0.041,0,170100,34020,2,1
95,36245,760,4,122800,58366,3624.5,420,0.038,4,221040,110520,3,1
97,909378,780,4,171200,33630,118219.14,180,0.036,1,445120,89024,1,1
73,29423,669,2,48600,30060,14711.5,360,0.043,2,97200,29160,2,1
54,20590,636,1,117100,37095,12148.1,480,0.044,4,187360,131152,2,1
87,51128,716,1,74300,17174,8691.76,420,0.036,2,208040,187236,1,1
79,435434,788,1,216600,44017,13063.02,360,0.04,0,606480,303240,3,1
76,33773,664,1,150100,37006,15873.31,480,0.037,1,300200,240160,1,1
63,28115,642,1,102600,41626,16869,420,0.041,3,184680,110808,2,1
26,38516,647,2,299400,87288,35434.72,360,0.037,0,718560,287424,2,0
49,122147,771,4,220400,65559,13436.17,420,0.042,1,440800,176320,3,1
79,34447,664,3,197200,87971,13089.86,420,0.037,4,394400,118320,1,1
49,70013,668,4,217400,75365,36406.76,420,0.043,4,434800,86960,2,1
54,20903,629,3,726500,63739,13377.92,480,0.037,4,1235050,247010,2,1
38,46377,641,1,143500,73729,30145.05,480,0.04,1,387450,116235,2,1
28,41489,644,2,326800,85354,22818.95,180,0.038,1,849680,594776,2,1
26,41380,623,3,122800,58366,35173,360,0.038,3,282440,169464,2,1
57,30893,626,2,297500,49446,21007.24,360,0.041,5,803250,401625,3,0
25,826085,794,3,63900,21764,49565.1,180,0.041,6,191700,76680,3,0
44,347182,789,2,714000,82411,41661.84,360,0.04,5,2070600,1035300,4,1
76,50782,663,2,285000,46312,22851.9,180,0.036,4,655500,458850,1,1
49,59688,666,2,128400,42284,26262.72,480,0.043,0,282480,112992,2,1
43,397002,785,1,138000,51830,27790.14,480,0.041,0,386400,154560,3,1
64,19821,635,2,420600,47358,12289.02,480,0.04,2,757080,529956,2,1
94,31394,633,4,144500,57821,22289.74,180,0.036,2,317900,222530,2,1
95,34781,637,1,173700,60312,30955.09,180,0.039,1,434250,260550,2,1
82,200681,784,3,254100,79185,4013.62,420,0.04,0,609840,243936,3,1
36,42203,666,2,107800,48720,21101.5,480,0.036,5,215600,172480,1,0
87,56522,741,4,170000,55900,7913.08,480,0.045,2,459000,91800,2,1
32,32910,645,4,219300,81031,20733.3,360,0.035,6,504390,453951,2,0
34,47217,654,2,555700,82313,23136.33,480,0.045,5,1222540,244508,3,0
77,13339,638,6,179000,46133,10404.42,420,0.044,2,286400,143200,2,1
95,284595,785,2,231900,75572,25613.55,420,0.039,2,695700,347850,3,1
95,213416,795,9,220400,65559,4268.32,420,0.039,0,573040,515736,2,1
27,108752,758,1,147600,41948,29363.04,480,0.039,2,339480,33948,2,1
57,14182,636,4,254100,79185,9927.4,420,0.038,2,508200,203280,3,0
87,250192,788,3,78200,32470,40030.72,180,0.04,0,218960,43792,3,1
24,142921,771,3,304400,55698,22867.36,420,0.041,4,761000,456600,2,1
90,757930,797,4,139200,58247,136427.4,420,0.039,4,361920,217152,2,1
42,34842,620,4,347800,69495,25783.08,480,0.037,4,730380,219114,2,0
60,32615,632,3,714000,82411,22178.2,420,0.036,5,1713600,1370880,4,0
54,27998,625,4,420600,47358,25758.16,480,0.045,4,630900,189270,3,0
38,30443,624,2,94800,31519,22527.82,360,0.036,2,218040,130824,3,1
26,19545,648,2,191100,45363,11531.55,360,0.04,2,305760,122304,2,1
58,51854,660,3,74300,17174,28001.16,480,0.041,4,200610,160488,2,1
82,170047,767,4,512700,68368,37410.34,180,0.037,3,1025400,615240,1,1
88,23556,641,1,217400,75365,20493.72,180,0.043,2,391320,195660,2,0
95,45945,657,4,348900,123851,19296.9,180,0.039,3,767580,153516,2,0
62,229556,675,1,63900,21764,91822.4,480,0.039,3,140580,42174,3,1
68,682394,781,4,218000,85602,68239.4,360,0.037,5,566800,226720,1,1
93,35211,629,1,242900,49732,32746.23,480,0.036,2,461510,46151,2,1
54,866977,794,4,84100,40742,156055.86,360,0.037,4,210250,63075,1,1
47,69808,736,3,268300,59574,16753.92,480,0.044,0,563430,225372,3,1
49,11636,650,2,189600,51744,5934.36,420,0.04,0,360240,144096,2,1
38,10283,642,3,195200,55614,9460.36,420,0.044,0,351360,140544,3,1
24,676780,787,2,326800,85354,33839,180,0.042,5,849680,424840,2,1
59,129393,776,3,137800,23494,19408.95,360,0.044,3,275600,110240,2,1
83,29226,654,4,103900,38545,16074.3,180,0.043,0,207800,41560,2,1
67,23259,654,4,474600,85479,11862.09,360,0.044,2,806820,242046,3,1
88,28125,653,1,714000,82411,14906.25,360,0.036,3,1213800,606900,1,1
61,43949,757,4,137800,23494,4834.39,180,0.036,0,275600,165360,1,1
50,859662,794,1,207700,65692,154739.16,480,0.041,1,560790,280395,2,1
57,668459,783,4,237200,68422,6684.59,420,0.039,2,616720,61672,3,1
21,44516,639,4,94800,42488,31606.36,480,0.044,5,255960,153576,3,0
49,260837,782,4,201000,76124,2608.37,360,0.038,2,522600,104520,2,1
93,41950,638,3,250200,59358,27267.5,180,0.04,0,625500,250200,3,1
71,264026,797,2,446600,104986,0,480,0.044,3,1295140,518056,2,1
88,42998,622,1,130200,41667,33108.46,360,0.044,0,273420,191394,3,1
22,46127,664,3,81000,39854,17989.53,180,0.039,2,210600,168480,2,1
90,26737,636,7,726500,63739,18983.27,180,0.045,6,1380350,276070,3,0
44,12492,663,10,531000,41639,6620.76,180,0.039,6,902700,361080,2,0
30,33660,653,4,137100,37889,17503.2,420,0.045,0,301620,241296,2,1
82,473268,798,3,70600,26767,89920.92,420,0.037,6,183560,165204,1,0
89,300478,780,1,190100,75421,33052.58,180,0.038,4,513270,256635,3,1
58,19512,662,2,330300,82746,8585.28,180,0.035,6,528480,264240,1,0
27,11173,640,2,122800,58366,10055.7,360,0.042,3,196480,19648,3,1
30,14999,753,3,119700,48302,1799.88,480,0.036,2,227430,113715,1,1
18,16625,668,4,283100,58707,7980,480,0.038,2,509580,203832,3,1
90,58163,703,8,743200,99412,13959.12,360,0.043,1,1858000,1300600,4,1
61,595648,789,4,135900,44563,53608.32,480,0.039,1,380520,266364,2,1
97,22140,635,2,157100,41335,12841.2,480,0.037,2,298490,238792,2,1
36,50856,711,3,63900,21764,8645.52,180,0.041,6,166140,132912,2,0
53,38838,629,3,726500,63739,25633.08,480,0.036,3,1380350,690175,3,1
72,51130,719,1,330300,82746,10737.3,180,0.04,3,792720,79272,2,1
48,39938,630,2,403400,127348,31551.02,480,0.041,5,1008500,403400,3,0
76,57370,675,3,646500,91353,25242.8,180,0.036,4,1486950,594780,1,1
44,492104,793,1,79400,29156,39368.32,180,0.044,3,222320,22232,2,1
54,59251,685,4,135700,67970,30810.52,360,0.04,0,257830,180481,2,1
67,46634,631,4,107800,48720,37307.2,180,0.035,3,215600,86240,2,1
78,49215,643,3,115700,11368,33466.2,420,0.039,4,277680,249912,3,0
26,52215,698,3,58500,20410,23496.75,420,0.042,0,163800,65520,3,1
25,52487,668,1,531000,41639,28342.98,480,0.04,3,1433700,286740,2,1
67,37265,652,4,57500,30000,18259.85,480,0.038,1,132250,13225,2,1
79,56664,675,4,105400,42620,30031.92,420,0.04,1,252960,101184,2,1
85,388819,784,1,71900,39272,3888.19,180,0.035,3,208510,145957,1,1
44,30830,652,3,242900,49732,13565.2,360,0.037,3,558670,446936,1,1
66,33888,648,2,195200,55614,22027.2,360,0.042,3,370880,296704,2,1
71,37685,647,4,219500,59422,26002.65,420,0.036,4,570700,285350,2,0
41,59264,681,3,242500,73424,30224.64,360,0.039,0,582000,407400,3,1
65,36154,636,3,162400,48428,31453.98,480,0.04,1,438480,219240,3,1
72,55063,717,3,143500,73729,9911.34,480,0.045,6,315700,94710,2,0
38,57689,668,1,209800,81887,25383.16,180,0.044,4,566460,339876,2,1
73,417119,783,10,242500,73424,20855.95,480,0.039,1,630500,378300,3,1
19,50469,729,3,127800,62201,10598.49,420,0.04,0,242820,72846,2,1
66,11882,662,1,195200,55614,5584.54,180,0.04,3,331840,132736,2,1
18,498425,790,3,304400,55698,54826.75,420,0.04,0,882760,529656,2,1
49,519625,792,1,209800,81887,5196.25,360,0.042,2,524500,209800,2,1
48,47232,669,2,218200,54758,24560.64,180,0.038,4,436400,174560,2,1
24,654371,793,8,237200,68422,19631.13,360,0.043,1,664160,265664,3,1
30,39590,647,1,135700,67970,36422.8,480,0.044,5,352820,141128,2,0
73,97515,713,4,94800,42488,16577.55,420,0.035,1,255960,25596,1,1
73,54410,700,4,105400,42620,8705.6,480,0.043,4,210800,63240,2,1
97,58868,665,4,107800,48720,23547.2,480,0.042,0,269500,107800,3,1
43,77597,674,4,135700,67970,42678.35,180,0.039,0,257830,232047,3,1
24,12098,649,1,107800,48720,10283.3,480,0.045,5,204820,163856,2,0
97,37434,658,1,84100,40742,17593.98,360,0.042,5,210250,126150,2,0
45,304991,788,1,155000,27702,48798.56,480,0.038,3,434000,217000,2,1
52,674261,792,8,357100,67482,26970.44,360,0.038,3,928460,371384,2,1
88,46466,658,4,94800,42488,23697.66,360,0.041,1,255960,51192,2,1
43,109223,756,3,254100,79185,29490.21,360,0.04,1,660660,330330,2,1
77,15953,624,2,137800,23494,13560.05,480,0.038,1,248040,99216,3,1
74,18326,630,4,403800,32945,10995.6,180,0.036,2,807600,161520,3,1
45,46858,639,3,138000,51830,29989.12,180,0.036,3,386400,270480,2,1
94,147930,751,2,448200,39409,42899.7,360,0.044,1,1210140,242028,3,1
92,731044,787,2,531000,41639,7310.44,480,0.041,1,1433700,430110,3,1
84,33351,657,3,157100,41335,15341.46,420,0.04,0,314200,251360,2,1
73,936463,799,1,547800,56716,28093.89,180,0.043,4,1643400,328680,3,1
75,543450,799,4,459400,75056,32607,420,0.043,5,1240380,620190,2,1
24,22822,756,2,555700,82313,3195.08,180,0.042,6,1055830,633498,2,0
87,38709,628,3,255000,56444,22838.31,480,0.041,2,535500,374850,2,1
80,193875,771,1,1000001,161848,25203.75,420,0.039,1,2800002.8,1120001.12,4,1
72,15821,669,4,547800,56716,7277.66,180,0.035,4,821700,164340,1,1
48,74633,710,1,250200,59358,23136.23,420,0.04,5,450360,360288,2,1
48,25655,621,2,137100,36600,22319.85,360,0.035,5,205650,61695,2,0
24,10970,644,1,547800,56716,9653.6,480,0.036,1,1040820,208164,2,1
95,36610,661,4,111700,33558,18671.1,420,0.045,4,212230,21223,3,1
73,15212,661,4,191100,45363,6541.16,360,0.039,2,382200,152880,3,1
34,136695,769,3,160100,49333,28705.95,360,0.041,3,432270,302589,2,1
34,13085,663,4,174100,57404,6149.95,420,0.039,2,278560,194992,2,1
47,264546,785,3,63900,21764,42327.36,420,0.041,4,191700,38340,3,1
99,46436,631,4,94800,42488,30183.4,180,0.037,6,170640,68256,3,0
96,491481,796,8,90000,25465,83551.77,480,0.037,3,243000,97200,1,1
56,50758,681,1,272600,45224,21318.36,180,0.042,6,681500,204450,2,0
29,13680,641,3,137800,23494,13269.6,420,0.04,3,275600,137800,3,1
27,820097,795,1,325800,53798,131215.52,360,0.038,3,977400,586440,3,1
62,40884,777,2,155600,28949,7767.96,480,0.04,1,342320,102696,2,1
47,38752,636,4,174100,57404,22863.68,360,0.039,3,470070,141021,2,1
57,395107,698,2,179000,45098,154091.73,180,0.039,2,483300,386640,2,1
84,417414,788,2,139200,58247,62612.1,180,0.042,4,375840,187920,3,1
79,399711,799,1,119700,48302,63953.76,420,0.041,4,335160,234612,2,1
71,31267,649,3,197200,87971,18760.2,480,0.035,3,374680,224808,2,0
34,666126,785,4,403800,32945,79935.12,480,0.036,0,1090260,218052,1,1
25,21960,645,3,217400,75365,15811.2,480,0.04,4,434800,217400,2,0
80,39589,638,3,125200,45048,34046.54,420,0.039,4,313000,156500,3,0
31,44204,625,4,84100,40742,33153,180,0.044,0,201840,161472,2,1
33,51820,710,2,178600,64930,12436.8,180,0.044,6,357200,214320,3,0
74,27173,655,4,179000,46133,14129.96,420,0.045,0,286400,57280,2,1
67,668609,627,4,283900,80235,588375.92,420,0.036,2,823310,576317,2,1
30,697356,788,2,157100,41335,118550.52,480,0.041,0,455590,410031,2,1
19,23721,657,6,162000,50817,9013.98,180,0.036,5,307800,123120,1,1
76,38473,627,4,254100,79185,30393.67,360,0.041,1,609840,182952,3,1
50,28458,664,1,196400,88853,15082.74,480,0.038,2,294600,88380,3,1
86,39582,642,7,125200,45048,28499.04,480,0.043,4,325520,65104,2,0
41,722836,787,3,195000,51179,86740.32,180,0.041,4,487500,292500,2,1
98,327920,786,3,107800,48720,55746.4,180,0.038,2,269500,53900,3,1
58,44062,647,3,357100,67482,29962.16,360,0.038,0,749910,449946,3,1
84,98736,690,2,90000,25465,53317.44,360,0.037,2,198000,178200,1,1
27,59705,673,2,162400,48428,31046.6,420,0.043,1,341040,306936,3,1
100,23956,630,2,137100,37889,22758.2,180,0.038,0,219360,21936,3,1
81,146086,757,1,283900,80235,27756.34,360,0.045,1,596190,417333,2,1
41,59272,670,4,219300,81031,26672.4,480,0.035,3,526320,473688,1,1
62,56588,707,2,94700,44174,11317.6,420,0.041,1,198870,79548,2,1
37,145597,750,3,119500,43606,37855.22,180,0.039,0,286800,57360,3,1
63,44315,633,4,174100,57404,26589,180,0.042,2,400430,120129,2,1
22,49963,647,1,237200,68422,47964.48,480,0.036,1,498120,99624,3,1
85,929341,790,2,144500,31865,167281.38,480,0.041,4,361250,72250,3,1
85,42641,633,1,178600,64930,32407.16,420,0.044,2,482220,96444,3,1
65,34595,664,4,140200,46709,17989.4,420,0.039,0,280400,224320,3,1
53,58997,719,4,285000,46312,13569.31,360,0.044,2,570000,456000,3,1
50,891558,782,2,217400,75365,62409.06,180,0.042,1,565240,113048,2,1
33,32842,777,2,155000,27702,9524.18,180,0.036,4,341000,170500,1,1
89,25684,636,1,140200,46709,15410.4,360,0.043,3,210300,84120,2,1
86,828806,792,3,726500,63739,124320.9,420,0.043,0,2179500,871800,4,1
46,39828,639,2,128400,42284,24295.08,180,0.04,6,231120,23112,2,0
71,57878,676,3,272600,45224,23729.98,480,0.042,2,572460,286230,2,1
18,57649,698,1,214500,44209,24212.58,360,0.04,4,407550,81510,3,1
72,12621,791,2,196400,88853,126.21,360,0.04,0,392800,117840,2,0
74,35959,653,3,88900,30958,17260.32,480,0.042,3,222250,133350,3,1
90,50122,696,2,143500,73729,24058.56,180,0.044,2,330050,66010,3,1
50,27363,663,2,124500,37996,14228.76,480,0.04,4,199200,79680,2,1
85,169173,689,2,90000,25465,67669.2,180,0.041,2,225000,135000,2,1
52,15743,624,4,357100,67482,9760.66,360,0.036,0,678490,135698,3,1
40,40681,633,6,223100,67956,27256.27,480,0.036,0,468510,234255,3,1
87,32403,661,3,378400,81505,17821.65,360,0.044,6,832480,665984,3,0
80,927060,782,4,219500,60977,83435.4,180,0.042,0,636550,127310,2,1
84,44162,655,2,139200,58247,19872.9,180,0.041,1,361920,289536,2,1
46,21033,648,4,88300,41305,12830.13,360,0.037,5,167770,117439,2,0
68,52045,684,10,555700,82313,24981.6,180,0.045,6,1166970,233394,2,0
70,480151,783,4,114700,39503,57618.12,480,0.038,3,298220,178932,2,1
66,22508,661,3,555700,82313,11479.08,480,0.037,3,889120,266736,1,1
59,21476,661,2,214500,44209,9664.2,180,0.043,3,386100,270270,3,1
89,32402,775,3,162000,50817,4212.26,480,0.038,3,437400,43740,2,1
27,26206,792,4,104500,30678,2882.66,360,0.042,2,177650,71060,2,1
27,875241,787,3,67100,32457,8752.41,180,0.04,4,201300,80520,2,1
89,30826,660,1,189900,34071,13255.18,420,0.045,3,512730,256365,3,1
73,40431,667,2,546300,52445,17385.33,180,0.044,0,1311120,655560,2,1
69,14157,640,10,195000,51179,12458.16,180,0.036,0,312000,187200,2,1
71,938618,781,4,130200,41667,168951.24,480,0.039,0,338520,270816,2,1
51,41370,648,2,547800,56716,28959,480,0.042,5,1369500,1232550,4,0
20,877304,795,3,555700,82313,61411.28,420,0.042,3,1389250,694625,2,1
71,51297,665,1,325800,53798,21031.77,360,0.04,3,912240,729792,2,1
94,42633,630,9,125200,45048,31548.42,420,0.045,3,225360,45072,2,1
41,43632,668,2,443300,114257,20943.36,180,0.042,1,1152580,115258,2,0
41,16482,660,2,330300,82746,7087.26,180,0.04,0,660600,330300,2,0
63,39257,662,3,143500,73729,21198.78,360,0.043,5,315700,63140,3,0
36,140175,766,2,366900,84843,26633.25,420,0.042,4,990630,297189,2,1
86,55330,715,4,240700,60407,11619.3,420,0.043,0,649890,259956,2,1
26,501160,799,2,135900,44563,60139.2,420,0.041,6,366930,73386,3,0
25,51593,671,1,96600,36654,22184.99,360,0.042,0,260820,78246,2,1
33,30019,628,4,127300,45059,21313.49,180,0.043,5,305520,152760,2,0
66,740161,782,2,201000,76124,37008.05,360,0.037,3,582900,58290,1,1
43,19531,660,4,168700,61203,9960.81,180,0.037,4,269920,134960,1,1
87,656672,786,4,115700,11368,52533.76,420,0.041,5,335530,67106,3,1
94,10931,624,2,285000,46312,9619.28,480,0.036,2,484500,193800,2,1
63,13009,669,3,137800,23494,5203.6,480,0.036,1,248040,198432,1,1
70,26098,647,6,237200,68422,24532.12,480,0.044,4,426960,341568,3,0
67,50069,693,2,385100,84905,21529.67,360,0.045,4,885730,531438,2,1
69,38068,658,3,140200,46709,18272.64,480,0.036,2,266380,159828,1,1
24,931840,797,3,196400,88853,130457.6,480,0.04,4,569560,227824,2,1
51,14258,630,4,662200,99101,8127.06,480,0.045,0,1258180,251636,2,0
88,759809,790,9,219500,59422,83578.99,180,0.041,6,592650,414855,2,0
85,54294,676,8,144500,31865,27689.94,420,0.038,2,361250,252875,3,1
69,115001,768,3,189600,51744,11500.1,180,0.037,2,474000,237000,1,1
37,47374,646,1,414600,61925,27476.92,480,0.042,3,912120,638484,2,1
41,237816,695,2,201000,76124,95126.4,360,0.036,5,562800,450240,1,1
87,670576,790,4,253800,49881,60351.84,480,0.036,1,659880,395928,1,1
35,821975,781,2,102600,41626,73977.75,420,0.035,4,266760,133380,1,1
51,20315,766,2,88300,41305,6297.65,180,0.044,1,176600,35320,2,1
79,631418,788,1,119700,48302,31570.9,360,0.039,4,323190,64638,2,1
58,56179,718,1,351000,71720,12921.17,480,0.039,0,702000,491400,3,1
98,46317,633,8,209800,81887,37053.6,480,0.044,1,440580,264348,2,1
77,36603,658,4,253800,49881,16471.35,360,0.039,1,532980,159894,2,1
66,32532,782,1,218000,85602,0,420,0.042,2,392400,196200,2,1
23,12100,669,4,403400,127348,5566,360,0.038,4,685780,137156,3,1
73,327158,791,3,357100,67482,3271.58,420,0.037,3,1071300,428520,1,1
85,18324,664,3,155600,28949,7329.6,420,0.044,3,280080,84024,3,1
22,438742,798,2,403400,127348,35099.36,180,0.038,5,1169860,701916,2,1
82,30794,630,4,459400,75056,21247.86,480,0.043,3,826920,165384,3,1
52,11671,628,2,273700,36791,10970.74,480,0.039,3,465290,46529,2,1
83,607423,678,1,213800,74276,242969.2,420,0.036,1,598640,59864,1,1
24,54342,737,3,714000,82411,5977.62,420,0.041,1,1570800,628320,2,1
45,24676,666,1,122800,58366,12831.52,480,0.039,5,184200,55260,2,0
52,12911,639,3,57500,30000,10845.24,420,0.043,2,103500,82800,2,1
71,59285,686,1,153500,45029,26085.4,480,0.039,0,383750,230250,2,1
48,38536,663,4,162000,50817,17341.2,480,0.036,2,372600,149040,1,1
70,26650,640,2,143500,73729,19987.5,480,0.041,2,272650,54530,2,1
26,41742,638,2,88900,30958,27967.14,480,0.04,5,204470,122682,3,0
77,14950,668,2,130200,41667,5830.5,180,0.035,3,195300,175770,1,1
79,50642,658,2,88300,41305,20256.8,180,0.043,2,167770,117439,2,1
18,659015,671,3,88300,41305,283376.45,180,0.036,2,229580,22958,1,1
68,26185,629,2,94800,42488,21995.4,480,0.04,1,170640,153576,3,1
77,47321,637,4,179000,45098,32651.49,420,0.039,4,393800,315040,2,0
39,669815,788,1,122800,58366,0,180,0.044,3,368400,221040,2,1
65,14233,637,1,162400,48428,13948.34,360,0.044,1,308560,61712,2,1
99,26559,669,1,254100,79185,13013.91,180,0.037,2,482790,144837,1,1
99,26559,669,1,254100,79185,13013.91,180,0.037,4,292750,234200,1,1
45,132195,778,1,117100,37095,27760.95,180,0.037,2,482790,144837,1,1
45,132195,778,1,117100,37095,27760.95,180,0.037,4,292750,234200,1,1
93,48630,650,1,147600,41948,23828.7,420,0.042,5,324720,227304,2,0
25,28349,774,2,170000,55900,4819.33,480,0.043,4,306000,214200,2,1
81,27420,648,3,127300,45059,23581.2,360,0.036,3,229140,206226,2,1
42,52516,677,8,217400,75365,21531.56,180,0.039,0,478280,430452,3,1
97,312562,781,2,374600,88480,40633.06,480,0.038,0,973960,292188,2,1
33,25786,760,3,646500,91353,4899.34,360,0.041,4,1099050,769335,2,0
32,21914,789,1,160100,49333,657.42,420,0.037,3,288180,201726,1,1
74,419026,788,2,137100,37889,46092.86,180,0.04,4,370170,333153,3,1
23,41287,649,4,1000001,161848,34681.08,480,0.038,6,2400002.4,240000.24,3,0
45,27942,659,2,209800,81887,13691.58,360,0.035,4,377640,188820,1,1
79,56962,715,3,114700,39503,7405.06,360,0.036,0,252340,176638,1,1
66,33344,668,2,531000,41639,16672,180,0.04,6,1486800,743400,2,0
25,80240,665,3,512700,68368,38515.2,180,0.037,4,1127940,789558,1,1
30,514883,796,1,197300,65393,66934.79,180,0.038,5,572170,114434,2,1
89,23826,625,2,71900,39272,16439.94,480,0.043,5,115040,80528,3,0
33,53197,703,4,171200,33630,13831.22,420,0.039,0,393760,118128,3,1
55,570826,787,4,219500,59422,68499.12,180,0.042,6,636550,445585,3,0
21,146443,779,3,90000,25465,21966.45,420,0.044,4,252000,75600,2,1
69,48302,643,3,357100,67482,45886.9,360,0.037,1,821330,246399,2,1
83,21304,622,4,119500,43606,15978,480,0.04,5,203150,20315,2,0
98,407241,792,4,223100,67956,24434.46,180,0.042,6,602370,542133,3,0
59,44619,636,1,157100,41335,35249.01,180,0.036,1,424170,381753,2,1
32,45626,668,3,646500,91353,20075.44,180,0.037,4,1680900,840450,4,1
45,731521,784,1,63900,21764,131673.78,480,0.043,2,185310,111186,3,1
73,66436,696,2,547800,56716,29231.84,420,0.043,4,1259940,503976,3,1
21,38465,640,1,219500,59422,34233.85,480,0.041,0,439000,43900,2,1
93,796918,787,2,191100,45363,79691.8,180,0.036,0,477750,143325,1,1
38,46876,645,4,420600,47358,40782.12,480,0.037,4,757080,605664,2,0
91,340426,791,6,140200,46709,23829.82,360,0.042,6,392560,314048,2,0
18,44524,657,3,107800,48720,17364.36,360,0.044,0,280280,224224,2,1
83,25578,620,9,221600,79746,19695.06,480,0.041,1,398880,319104,3,0
68,280717,788,3,119400,43935,56143.4,480,0.037,5,298500,59700,1,1
95,149170,755,1,138000,51830,26850.6,180,0.036,1,372600,335340,1,1
32,738429,795,1,119400,43935,81227.19,420,0.041,0,298500,208950,3,1
72,36142,653,2,140200,46709,18793.84,360,0.038,3,392560,117768,2,1
43,54925,682,7,127800,62201,23617.75,420,0.042,0,319500,191700,2,1
59,10640,621,1,351000,71720,9256.8,180,0.035,5,561600,56160,2,0
24,581059,788,2,482700,47368,17431.77,480,0.038,3,1399830,1119864,4,1
44,568967,789,1,94700,44174,39827.69,180,0.039,4,246220,221598,2,1
66,10364,634,1,88300,35337,10053.08,360,0.035,1,141280,28256,3,1
42,45238,669,2,195200,55614,22619,480,0.04,6,390400,195200,2,0
25,237341,795,4,348900,123851,11867.05,360,0.036,3,1046700,628020,1,1
18,714628,797,3,191100,45363,107194.2,420,0.045,0,515970,154791,3,1
77,19560,637,2,155600,28949,14083.2,420,0.04,3,248960,199168,2,1
21,495129,793,7,237200,68422,34659.03,480,0.043,3,640440,448308,3,1
53,51471,705,2,231900,75572,15441.3,180,0.042,2,510180,357126,2,1
73,17521,665,2,191100,45363,9110.92,480,0.042,1,305760,152880,2,1
48,411963,786,4,555700,82313,49435.56,480,0.04,1,1389250,277850,2,1
33,101535,767,1,138000,51830,31475.85,420,0.043,4,331200,264960,3,1
26,24661,623,9,125200,45048,20222.02,180,0.035,3,212840,106420,3,1
41,14879,669,2,190100,75421,7588.29,420,0.043,0,304160,152080,3,1
87,53552,681,2,325800,53798,27847.04,360,0.035,1,586440,234576,1,1
64,55843,701,3,482700,47368,13960.75,420,0.042,2,868860,347544,3,1
24,218631,797,4,304400,55698,21863.1,180,0.038,5,730560,584448,3,1
71,23013,621,4,128400,42284,12887.28,480,0.037,6,243960,24396,3,0
30,32371,788,1,446600,104986,4208.23,180,0.04,1,1116500,893200,4,0
64,39037,667,6,78200,32470,20689.61,420,0.044,5,172040,86020,2,0
88,17864,620,1,80800,33648,10361.12,180,0.038,3,161600,64640,2,0
49,33222,639,4,403800,32945,29899.8,480,0.037,1,1049880,104988,3,1
75,54209,654,4,103900,38545,26020.32,420,0.036,3,207800,145460,1,1
45,611006,784,1,378400,81505,122201.2,480,0.036,4,983840,590304,1,1
77,55771,677,7,459400,75056,25096.95,480,0.041,3,826920,165384,3,1
73,720910,780,3,347800,69495,93718.3,360,0.042,3,1008620,806896,4,1
61,815143,783,4,221600,79746,105968.59,480,0.045,1,554000,387800,3,1
92,793448,783,2,378400,81505,103148.24,420,0.042,1,1059520,105952,3,1
21,646982,793,3,195200,55614,58228.38,480,0.039,1,507520,50752,2,1
31,46112,622,9,214500,44209,31356.16,360,0.036,4,557700,223080,2,0
85,10917,664,8,443300,114257,4912.65,480,0.043,1,709280,212784,2,0
51,87186,669,4,88900,30958,47080.44,420,0.04,1,231140,208026,2,1
45,121210,770,4,71900,39272,13333.1,420,0.042,0,186940,37388,3,1
60,675834,786,9,155000,27702,67583.4,480,0.042,2,418500,209250,2,1
34,32167,634,4,531000,41639,26055.27,360,0.041,0,1274400,637200,2,1
98,747159,796,2,546300,52445,29886.36,420,0.045,4,1529640,305928,3,1
69,144747,752,2,219300,81031,34739.28,360,0.04,4,548250,383775,2,1
26,209779,782,2,220400,65559,12586.74,420,0.04,4,528960,476064,2,1
49,47222,644,1,119500,43606,44860.9,180,0.038,4,286800,200760,3,0
34,48439,628,3,84100,40742,29063.4,420,0.038,0,168200,134560,2,1
67,58055,667,2,223100,67956,30188.6,480,0.041,2,490820,147246,2,1
75,879982,788,3,127300,45059,167196.58,480,0.043,0,369170,221502,3,1
93,902300,797,6,646500,91353,54138,480,0.038,4,1810200,1267140,4,1
51,51377,675,2,70600,26767,19523.26,180,0.036,4,141200,112960,1,1
27,17189,627,4,378400,81505,15985.77,360,0.044,1,567600,283800,2,0
58,52696,661,3,130200,41667,22659.28,480,0.042,3,351540,210924,3,1
